Date,Gold_Close/Last,Gold_Volume,Gold_Open,Gold_High,Gold_Low,Silver_Close/Last,Silver_Volume,Silver_Open,Silver_High,Silver_Low
2/10/16,1194.6,159103,1189.7,1198.1,1181.6,15.282,55674,15.285,15.325,15.11
2/11/16,1247.8,345519,1197.5,1263.9,1196.3,15.794,89542,15.285,15.99,15.285
2/12/16,1239.4,33215,1236.3,1236.3,1215,15.79,10978,15.705,15.74,15.345
2/16/16,1208.2,319892,1209.4,1236.3,1191.5,15.334,84033,15.385,15.74,15.155
2/17/16,1211.4,156859,1201.9,1214.4,1196.2,15.377,51830,15.275,15.415,15.19
2/18/16,1226.3,173177,1209.5,1240.6,1201.3,15.432,56285,15.315,15.57,15.225
2/19/16,1230.8,168415,1231.2,1235.3,1220.6,15.373,48449,15.42,15.495,15.29
2/22/16,1210.1,155626,1208,1226.9,1202.5,15.221,29459,15.4,15.4,14.975
2/23/16,1222.6,175821,1208.9,1229,1207.6,15.28,32039,15.225,15.36,15.215
2/24/16,1239.1,260422,1226,1254.3,1222.4,15.332,45952,15.335,15.63,15.22
2/25/16,1238.8,199289,1228.9,1244.4,1221.8,15.199,52464,15.29,15.36,15.06
2/26/16,1220.4,210351,1232.5,1241.3,1212,14.714,69560,15.175,15.26,14.695
2/29/16,1234.4,174484,1223.1,1241.8,1216.3,14.918,49786,14.755,14.945,14.61
3/1/16,1230.8,211175,1238.9,1249.3,1227.7,14.756,39707,14.915,15.105,14.745
3/2/16,1241.8,175010,1232.3,1244.8,1225.1,15.022,39080,14.83,15.045,14.77
3/3/16,1258.2,216716,1240.8,1269.3,1238,15.146,41516,14.98,15.34,14.865
3/4/16,1270.7,351429,1264.6,1280.7,1250.1,15.694,82739,15.23,15.84,15.15
3/7/16,1264,208860,1260.5,1274.1,1257.4,15.633,48158,15.575,15.83,15.495
3/8/16,1262.9,198376,1267.9,1279,1261,15.39,51402,15.65,15.76,15.35
3/9/16,1257.4,217105,1262.2,1265.7,1243.6,15.366,42994,15.37,15.455,15.205
3/10/16,1272.8,294934,1253.7,1274.3,1237.5,15.549,62173,15.31,15.665,15.165
3/11/16,1259.4,225924,1272,1287.8,1249,15.605,44221,15.615,15.755,15.48
3/14/16,1245.1,198015,1250.9,1261.9,1229.9,15.521,56918,15.52,15.85,15.31
3/15/16,1231,169067,1237,1238.7,1226,15.261,37019,15.375,15.42,15.2
3/16/16,1229.8,195631,1233.1,1264.8,1227,16.033,45873,15.29,15.675,15.21
3/17/16,1265,196709,1262,1271.9,1255.2,16.033,77457,15.625,16.075,15.565
3/18/16,1254.3,152348,1257.7,1267.7,1248.4,15.811,45523,15.97,16.17,15.755
3/21/16,1244.2,165130,1255.2,1256.7,1241.2,15.847,33443,15.83,15.925,15.725
3/22/16,1248.6,178128,1244.3,1260.9,1242.8,15.885,45270,15.855,16.04,15.79
3/23/16,1225.6,248406,1248.5,1249.8,1215.4,15.272,73670,15.885,15.935,15.235
3/24/16,1223.5,61613,1222.1,1225.6,1212.6,15.199,39492,15.275,15.335,15.105
3/28/16,1222,85386,1217.8,1225.1,1207.7,15.19,27006,15.19,15.375,15.14
3/29/16,1237.5,193572,1223.1,1245.2,1217,15.233,46584,15.23,15.375,15.06
3/30/16,1228.6,172801,1243,1246.8,1224.9,15.211,43267,15.36,15.46,15.175
3/31/16,1235.6,117150,1227,1242.3,1225.1,15.464,38801,15.215,15.55,15.2
4/1/16,1223.5,188179,1234.1,1237.2,1210.3,15.046,68114,15.445,15.48,14.785
4/4/16,1219.3,86900,1217.2,1224.1,1215.7,14.944,35644,14.93,15.105,14.895
4/5/16,1229.6,148762,1217.1,1238.8,1216,15.116,38827,14.94,15.22,14.925
4/6/16,1223.8,129032,1232.6,1233.8,1217.2,15.054,40530,15.13,15.195,14.915
4/7/16,1237.5,179765,1224,1245,1224,15.158,49249,15.055,15.365,15.055
4/8/16,1243.8,128333,1241.8,1244.6,1231,15.384,41592,15.215,15.39,15.12
4/11/16,1258,151279,1241.8,1260.9,1241.6,15.976,71422,15.38,15.985,15.37
4/12/16,1260.9,148296,1259.8,1264.7,1253,16.222,72596,15.95,16.23,15.8
4/13/16,1248.3,150426,1257.2,1258.7,1241.4,16.325,66253,16.2,16.345,16.015
4/14/16,1226.5,196567,1243.8,1245.9,1225.4,16.173,58447,16.23,16.27,15.925
4/15/16,1234.6,115585,1228.5,1237.6,1226.8,16.313,45079,16.185,16.395,16.11
4/18/16,1235,143540,1236.3,1243.3,1231.7,16.253,44476,16.295,16.34,16.13
4/19/16,1254.3,200511,1233.9,1258.5,1229,16.972,104626,16.235,17.11,16.18
4/20/16,1254.4,158271,1251.3,1259.8,1244,17.135,89881,16.96,17.255,16.855
4/21/16,1250.3,261992,1244.5,1272.4,1244.4,17.141,139733,16.96,17.72,16.755
4/22/16,1230,198388,1248.5,1254.2,1228.5,16.95,36584,17.055,17.415,16.91
4/25/16,1240.2,114696,1234.5,1243.8,1231.3,17.059,24977,16.95,17.195,16.865
4/26/16,1243.4,139982,1239.8,1246.5,1232.7,17.159,42858,17.05,17.22,16.885
4/27/16,1250.4,167190,1245.7,1254.6,1240.7,17.335,60199,17.205,17.48,17.1
4/28/16,1266.4,214356,1247.3,1271.7,1239.1,17.588,71072,17.285,17.695,17.185
4/29/16,1290.5,249603,1268,1299,1267,17.819,64738,17.63,18.02,17.615
5/2/16,1295.8,193092,1294.2,1306,1289.6,17.682,55255,17.875,18.06,17.53
5/3/16,1291.8,209229,1293.4,1303.9,1284,17.499,59992,17.605,17.76,17.365
5/4/16,1274.4,205506,1287.7,1291.8,1273.6,17.301,49081,17.45,17.51,17.215
5/5/16,1272.3,168856,1281.2,1288.4,1270.6,17.327,53819,17.41,17.685,17.285
5/6/16,1294,246521,1279.3,1297.7,1276.2,17.527,51259,17.37,17.635,17.22
5/9/16,1266.6,213413,1288.8,1289.5,1262.8,17.089,55525,17.475,17.505,16.96
5/10/16,1264.8,164024,1265.4,1272,1258.3,17.092,42059,17.05,17.19,16.925
5/11/16,1275.5,215592,1267.3,1280.8,1266.3,17.319,49082,17.155,17.62,17.125
5/12/16,1271.2,211757,1279.3,1282.5,1262.9,17.103,52997,17.445,17.485,17
5/13/16,1272.7,167683,1264.8,1277.7,1264,17.132,46342,17.025,17.2,16.85
5/16/16,1274.2,188509,1273.1,1290.4,1271.6,17.154,46293,17.14,17.43,17.075
5/17/16,1276.9,196855,1274.9,1283.9,1270.1,17.25,40130,17.175,17.38,17.055
5/18/16,1274.4,225480,1280.6,1283.5,1256,17.132,60006,17.285,17.32,16.715
5/19/16,1254.8,246015,1259.1,1262.3,1244.6,16.493,73133,16.855,16.95,16.35
5/20/16,1252.9,188383,1256.3,1261.2,1249.6,16.532,38375,16.5,16.675,16.435
5/23/16,1251.5,206897,1251.7,1256.8,1243.5,16.423,37628,16.5,16.59,16.325
5/24/16,1232.2,288926,1249.5,1252.8,1226.2,16.254,44460,16.4,16.455,16.21
5/25/16,1226.6,105239,1230,1233.4,1220.6,16.261,44155,16.235,16.38,16.185
5/26/16,1222.7,148362,1226.1,1237.2,1220.8,16.343,49153,16.335,16.585,16.25
5/27/16,1216.7,29931,1215.1,1215.9,1202.2,16.269,9034,16.335,16.395,16.14
5/31/16,1217.5,227362,1208.1,1220.6,1201.5,15.994,67547,16.22,16.245,15.915
6/1/16,1214.7,151311,1217.9,1222.9,1208.2,15.927,55824,16.02,16.105,15.83
6/2/16,1212.6,106248,1215.9,1220,1212,16.025,36202,15.985,16.065,15.925
6/3/16,1242.9,230035,1212.8,1247.4,1209.1,16.365,56578,16.015,16.47,15.97
6/6/16,1247.4,157245,1245.5,1251.3,1242.1,16.447,44117,16.415,16.545,16.365
6/7/16,1247,114337,1248,1249,1236.9,16.394,52915,16.485,16.49,16.245
6/8/16,1262.3,167215,1247,1267.2,1245.5,16.985,70751,16.41,17.115,16.39
6/9/16,1272.7,145087,1264.6,1274.4,1259.4,17.268,60849,17.055,17.34,16.95
6/10/16,1275.9,151163,1271.5,1280.9,1267.3,17.33,50640,17.28,17.38,17.16
6/13/16,1286.9,195734,1278.3,1290.3,1275.2,17.443,61648,17.33,17.465,17.105
6/14/16,1288.1,182512,1286.2,1293,1278.6,17.424,48076,17.46,17.5,17.225
6/15/16,1288.3,190137,1288.1,1300,1281.3,17.503,50715,17.4,17.635,17.355
6/16/16,1298.4,331368,1295,1318.9,1280.1,17.607,82130,17.55,17.88,17.17
6/17/16,1294.8,203550,1282.4,1302.7,1278.8,17.411,62268,17.21,17.53,17.21
6/20/16,1292.1,186003,1293,1296.8,1280.8,17.514,62130,17.46,17.66,17.3
6/21/16,1272.5,196994,1271.1,1297.4,1267.1,17.319,73413,17.5,17.605,17.19
6/22/16,1270,127154,1271.4,1273.5,1263.8,17.312,58293,17.31,17.355,17.125
6/23/16,1263.1,145996,1268.1,1274.9,1256.9,17.353,22823,17.25,17.5,17.215
6/24/16,1322.4,527205,1254.3,1362.6,1252.8,17.789,24740,17.15,18.37,17.105
6/27/16,1324.7,240734,1322.3,1340,1320.8,17.744,47232,17.79,17.94,17.66
6/28/16,1317.9,183169,1328.3,1329.5,1308.2,17.843,50095,17.8,17.88,17.55
6/29/16,1326.9,164974,1313.9,1331,1313.3,18.362,86786,17.8,18.515,17.8
6/30/16,1320.6,182812,1321,1326.5,1315.3,18.582,54738,18.315,18.855,18.245
7/1/16,1339,63821,1345,1360.3,1338.5,19.588,25064,18.815,19.98,18.795
7/5/16,1358.7,337002,1350.8,1360.3,1338.5,19.907,169563,19.84,21.225,19.61
7/6/16,1367.1,226256,1358,1377.5,1356.3,20.203,76564,20.015,20.585,19.93
7/7/16,1362.1,204514,1365.7,1372.9,1352,19.838,66521,20.165,20.335,19.525
7/8/16,1358.4,287124,1361,1371.8,1336.3,20.099,80162,19.735,20.39,19.28
7/11/16,1356.6,217375,1368.9,1376.5,1351.8,20.304,72018,20.4,20.76,20.17
7/12/16,1335.3,246267,1356.3,1358.9,1331,20.171,79859,20.365,20.595,20.02
7/13/16,1332.2,195091,1334,1346.3,1328.1,20.413,60060,20.22,20.55,19.955
7/14/16,1327.4,251302,1344.5,1348,1320.4,20.322,60568,20.45,20.615,20.06
7/15/16,1327.4,184243,1336.4,1339.5,1322.6,20.165,50449,20.39,20.395,20.06
7/18/16,1329.3,159487,1333.4,1336,1323.5,20.075,49610,20.235,20.295,19.77
7/19/16,1332.3,144123,1329.1,1335.5,1325.8,20.007,35618,20.115,20.125,19.87
7/20/16,1319.3,212201,1332.2,1338.8,1312.5,19.613,58541,19.97,20.05,19.385
7/21/16,1331,241351,1316.2,1334,1310.7,19.815,59506,19.45,19.935,19.27
7/22/16,1323.4,211535,1331.4,1334,1319.4,19.689,45343,19.87,20.02,19.62
7/25/16,1319.5,125105,1322.7,1323.4,1311.1,19.647,44062,19.695,19.76,19.355
7/26/16,1320.8,88658,1315.5,1324.4,1313.6,19.683,31633,19.625,19.8,19.49
7/27/16,1326.7,160965,1319.9,1342.3,1315.6,19.995,68986,19.71,20.47,19.575
7/28/16,1332.3,179984,1339.5,1344.3,1330.1,20.192,63491,20.42,20.585,20.155
7/29/16,1349,214928,1333.2,1353.3,1325.8,20.347,63270,20.225,20.455,20.005
8/1/16,1359.6,108934,1357.2,1361.9,1353.2,20.5,56350,20.41,20.695,20.335
8/2/16,1372.6,154681,1360.6,1374.2,1353.7,20.701,61315,20.53,20.835,20.385
8/3/16,1364.7,131123,1370.5,1373.4,1360.6,20.471,45117,20.675,20.77,20.405
8/4/16,1367.4,158935,1364.7,1371.4,1355.1,20.443,56853,20.45,20.55,20.08
8/5/16,1344.4,207828,1367.2,1371,1340.4,19.817,78673,20.41,20.47,19.715
8/8/16,1341.3,126244,1341.2,1343.9,1335.3,19.805,48030,19.55,19.89,19.515
8/9/16,1346.7,117280,1341.2,1348.5,1336,19.85,41749,19.75,19.9,19.605
8/10/16,1351.9,184037,1347,1363.6,1345.7,20.17,70815,19.92,20.515,19.9
8/11/16,1350,149880,1353.2,1359.4,1341.4,20.02,71486,20.19,20.34,19.905
8/12/16,1343.2,227943,1344.7,1362.5,1338.3,19.703,76105,20,20.235,19.66
8/15/16,1347.5,117800,1343.6,1349.1,1340.9,19.847,42437,19.755,20.05,19.7
8/16/16,1356.9,213729,1345.2,1364.3,1344.8,19.874,69730,19.855,20.12,19.715
8/17/16,1348.8,164091,1351.3,1356.8,1340.5,19.648,77808,19.82,19.895,19.375
8/18/16,1357.2,163104,1353.8,1361.5,1351.2,19.74,67797,19.695,19.94,19.625
8/19/16,1346.2,177682,1357.1,1357.9,1342,19.317,78120,19.775,19.8,19.22
8/22/16,1343.4,148566,1345,1345.7,1335.4,18.859,87832,19.25,19.25,18.71
8/23/16,1346.1,125007,1343.6,1348.8,1338.9,18.922,26548,18.865,19.09,18.77
8/24/16,1329.7,207827,1342.2,1344.1,1327,18.556,29329,18.82,18.965,18.5
8/25/16,1324.6,143468,1327.4,1330.2,1321,18.489,22731,18.5,18.62,18.44
8/26/16,1325.9,292305,1324.8,1346,1321.2,18.651,45153,18.49,19.035,18.47
8/29/16,1327.1,136851,1323.8,1328.5,1317.2,18.768,49271,18.61,18.88,18.37
8/30/16,1316.5,149313,1327,1328.9,1312,18.577,54220,18.86,18.94,18.55
8/31/16,1311.4,163005,1314.7,1319.2,1306.9,18.622,42303,18.58,18.795,18.52
9/1/16,1317.1,167111,1311.7,1318.6,1305.5,18.943,45859,18.72,18.995,18.65
9/2/16,1354,12131,1318,1334,1307.4,20.138,7474,18.955,19.535,18.825
9/6/16,1349.2,263409,1330.8,1357.2,1325.5,19.848,97889,19.595,20.22,19.38
9/7/16,1349.2,142466,1353.5,1357.6,1346.9,19.848,53141,20.115,20.235,19.815
9/8/16,1341.6,174246,1349.1,1353.9,1339.1,19.678,48853,19.87,20.02,19.63
9/9/16,1334.5,151860,1341.6,1343.6,1331.2,19.368,53213,19.68,19.725,19.08
9/12/16,1325.6,183691,1332,1333.8,1323.3,19,80455,19.205,19.245,18.765
9/13/16,1323.7,173410,1331.7,1335.9,1318.8,18.975,60066,19.16,19.35,18.855
9/14/16,1326.1,131424,1322.6,1329.8,1316.6,19.066,36172,18.94,19.175,18.845
9/15/16,1318,200075,1325.8,1332.5,1312.1,19.041,44499,19.02,19.28,18.875
9/16/16,1310.2,132642,1318.3,1321.5,1309.2,18.862,40621,19.06,19.085,18.715
9/19/16,1317.8,111107,1313.2,1321.8,1312.6,19.29,47938,18.845,19.38,18.84
9/20/16,1318.2,87659,1316.3,1321.1,1315.2,19.277,35459,19.22,19.365,19.145
9/21/16,1331.4,253563,1318,1341.3,1310.9,19.768,85478,19.32,19.955,19.07
9/22/16,1344.7,152427,1338.9,1347.8,1335.1,20.099,69407,19.9,20.145,19.785
9/23/16,1341.7,108833,1340.3,1344.5,1337.4,19.81,47205,19.96,20.025,19.665
9/26/16,1344.1,120362,1340.8,1346.1,1336.5,19.596,52934,19.79,19.825,19.425
9/27/16,1330.4,175693,1342,1343.5,1327.7,19.165,65048,19.51,19.61,19.045
9/28/16,1323.7,143807,1330.1,1331.1,1321.1,19.121,49929,19.19,19.27,18.975
9/29/16,1326,145079,1325,1329.4,1318.6,19.188,52239,19.255,19.46,19.05
9/30/16,1317.1,198471,1323.6,1331.5,1316,19.214,70702,19.16,19.77,19.12
10/3/16,1312.7,120503,1321,1322.6,1311.8,18.868,53214,19.26,19.385,18.75
10/4/16,1269.7,327773,1315,1315.4,1269,17.775,99335,18.875,18.94,17.745
10/5/16,1268.6,200416,1270.5,1279.4,1264.1,17.695,75142,17.805,18.04,17.585
10/6/16,1253,176574,1269.7,1271.6,1251.8,17.345,68853,17.785,17.88,17.14
10/7/16,1251.9,261530,1256.8,1267.6,1243.2,17.38,86771,17.345,17.685,17.115
10/10/16,1260.4,128220,1258.5,1266.8,1258.5,17.659,56552,17.6,17.84,17.57
10/11/16,1255.9,127971,1261.7,1264,1254.3,17.509,57562,17.66,17.855,17.465
10/12/16,1253.8,122342,1254.5,1260.5,1251.2,17.505,44747,17.495,17.64,17.38
10/13/16,1257.6,142928,1257.1,1263.9,1254.7,17.458,48047,17.515,17.705,17.43
10/14/16,1255.5,161952,1259.5,1260.7,1246.9,17.441,52679,17.525,17.6,17.315
10/17/16,1256.6,102991,1252.9,1258.2,1251.1,17.474,32380,17.45,17.515,17.36
10/18/16,1262.9,141366,1256,1265.6,1255.9,17.638,57106,17.46,17.73,17.455
10/19/16,1269.9,135414,1263.9,1274.4,1261.1,17.663,41476,17.625,17.79,17.57
10/20/16,1267.5,130976,1270.6,1275.9,1265.5,17.549,49381,17.695,17.745,17.45
10/21/16,1267.7,97891,1266.5,1268.8,1261.7,17.493,33232,17.535,17.56,17.395
10/24/16,1263.7,148823,1266.9,1272.8,1260.1,17.604,61313,17.52,17.89,17.465
10/25/16,1273.6,132241,1265.2,1277.5,1262.4,17.78,48402,17.605,17.82,17.51
10/26/16,1266.6,132796,1274,1277.2,1265.1,17.626,47965,17.77,17.87,17.575
10/27/16,1269.5,123344,1267.2,1273.7,1265.2,17.639,44158,17.615,17.725,17.545
10/28/16,1276.8,222489,1269.2,1285.4,1262,17.796,68645,17.6,17.935,17.505
10/31/16,1273.1,115445,1278.3,1280.5,1271.9,17.796,47375,17.8,17.925,17.755
11/1/16,1288,194976,1277.8,1292.9,1276.3,18.418,89028,17.89,18.51,17.85
11/2/16,1308.2,224005,1289,1309.3,1288.4,18.693,77089,18.375,18.75,18.36
11/3/16,1303.3,220164,1298.1,1308,1286.2,18.416,79725,18.5,18.645,17.995
11/4/16,1304.5,202966,1303.2,1308.3,1295.7,18.371,54835,18.36,18.48,18.185
11/7/16,1279.4,209668,1294.5,1296.5,1278.6,18.151,57894,18.27,18.29,18.005
11/8/16,1274.5,194922,1282.2,1291.5,1273.3,18.356,81745,18.2,18.73,18.175
11/9/16,1273.5,783657,1276.8,1338.3,1268.1,18.378,153929,18.4,19.005,18.275
11/10/16,1266.4,392797,1278.4,1292.5,1251.9,18.737,112856,18.475,18.99,18.38
11/11/16,1224.3,420069,1258.7,1265,1218.7,17.382,167945,18.605,18.85,17.17
11/14/16,1221.7,332635,1227.7,1230.9,1211,16.893,126942,17.39,17.49,16.62
11/15/16,1224.5,224970,1221.8,1231.4,1218.6,17.043,68066,16.92,17.135,16.82
11/16/16,1223.9,190158,1228,1233.1,1221,16.927,59923,17.085,17.235,16.855
11/17/16,1216.9,224953,1224.8,1231.1,1210.5,16.772,63637,16.96,17.08,16.575
11/18/16,1208.7,244002,1216,1217.5,1201.3,16.721,19303,16.765,16.84,16.52
11/21/16,1209.8,162047,1207.3,1217.8,1205.4,16.621,18656,16.695,16.86,16.615
11/22/16,1211.2,201770,1213.5,1220.9,1205.6,16.735,21077,16.68,16.985,16.625
11/23/16,1192.4,3479,1188.2,1192.5,1185.2,16.485,2374,16.475,16.485,16.305
11/25/16,1181,89941,1184.4,1195.4,1172.8,16.554,42455,16.41,16.67,16.245
11/28/16,1193.8,132780,1184.4,1200,1184.4,16.675,54771,16.53,16.945,16.53
11/29/16,1190.8,195887,1196.6,1197.7,1182.6,16.74,59737,16.69,16.78,16.47
11/30/16,1173.9,232748,1190.7,1196.8,1171.3,16.482,57469,16.69,16.83,16.465
12/1/16,1169.4,216169,1175.1,1178.4,1162.2,16.506,59178,16.555,16.735,16.3
12/2/16,1177.8,169224,1174.3,1180.3,1168.4,16.832,61174,16.585,16.87,16.375
12/5/16,1176.5,212276,1182.6,1190.2,1158.6,16.899,52952,16.94,17.05,16.545
12/6/16,1170.1,130714,1172.8,1177.1,1168.1,16.81,44809,16.79,16.955,16.745
12/7/16,1177.5,137900,1171.4,1182.3,1167.2,17.275,62669,16.78,17.3,16.705
12/8/16,1172.4,142363,1176.1,1180.7,1170.9,17.096,45660,17.2,17.29,17.025
12/9/16,1161.9,154417,1172.5,1173.8,1157.6,16.967,45150,17.075,17.185,16.85
12/12/16,1165.8,159639,1161.4,1167.9,1152.5,17.187,51679,16.915,17.265,16.735
12/13/16,1159,136029,1164.5,1167,1156.3,16.977,44786,17.13,17.23,16.83
12/14/16,1163.7,205326,1159.8,1168,1140,17.221,61674,16.965,17.29,16.805
12/15/16,1129.8,262877,1143.8,1146,1124.3,15.958,100979,16.855,17,15.925
12/16/16,1137.4,171285,1130.5,1143.2,1128.5,16.215,55025,15.99,16.33,15.975
12/19/16,1142.7,112536,1136.1,1144.4,1135.5,16.089,36896,16.12,16.265,15.955
12/20/16,1133.6,138058,1139.8,1141.7,1127.3,16.117,56957,16.015,16.165,15.675
12/21/16,1133.2,109673,1134,1138.8,1131,15.979,43705,16.15,16.24,15.95
12/22/16,1133.6,70834,1130,1137.3,1129.5,15.759,24960,15.855,15.9,15.735
12/23/16,1133.6,70834,1130,1137.3,1129.5,15.759,24960,15.855,15.9,15.735
12/27/16,1138.8,102366,1135.3,1151.7,1132.8,15.989,30646,15.805,16.105,15.755
12/28/16,1140.9,100121,1139.3,1145.1,1137.1,16.038,33187,16.01,16.14,15.865
12/29/16,1158.1,152323,1143.1,1160.6,1142.6,16.218,40784,16.08,16.31,16.04
12/30/16,1151.7,138673,1159.5,1164.3,1150.3,15.989,43311,16.225,16.345,15.88
1/3/17,1162,216537,1151.4,1166,1146.5,16.409,79733,15.97,16.55,15.935
1/4/17,1165.3,172108,1159.6,1168.6,1156.7,16.552,52133,16.345,16.57,16.3
1/5/17,1181.3,262224,1164.6,1185.9,1163.6,16.637,65863,16.495,16.76,16.455
1/6/17,1173.4,217714,1181,1183.8,1171.1,16.519,65290,16.635,16.715,16.26
1/9/17,1184.9,174989,1172.9,1186.4,1172.2,16.683,44836,16.52,16.735,16.455
1/10/17,1185.5,215898,1181.3,1190.6,1180.2,16.848,65901,16.615,16.955,16.575
1/11/17,1196.6,317695,1188.1,1198.5,1177,16.828,78007,16.84,16.905,16.56
1/12/17,1199.8,260107,1191.1,1207.2,1190.7,16.825,61927,16.77,17.02,16.755
1/13/17,1196.2,28224,1194.8,1204.3,1187.5,16.765,5334,16.805,16.905,16.61
1/17/17,1212.9,368672,1202.8,1218.9,1198,17.148,88094,16.82,17.245,16.805
1/18/17,1212.1,195234,1216.8,1217.7,1201.8,17.274,57319,17.23,17.36,17.06
1/19/17,1201.5,241530,1203.1,1206.4,1195.4,17.002,75995,17.075,17.125,16.745
1/20/17,1204.9,236066,1204.8,1214.8,1198.2,17.032,63722,17.025,17.195,16.84
1/23/17,1215.6,231381,1209.3,1219.4,1209,17.186,50885,17.12,17.285,17.075
1/24/17,1210.8,211945,1218,1220.1,1206.2,17.185,50633,17.25,17.31,17.025
1/25/17,1200.5,80202,1211.5,1212.2,1195.3,16.98,61928,17.11,17.13,16.78
1/26/17,1192.5,94439,1204.1,1205,1186.6,16.85,52373,17.01,17.05,16.68
1/27/17,1191.1,142852,1191.4,1193.8,1182.6,17.136,62626,16.8,17.26,16.635
1/30/17,1196,185344,1194.6,1201.3,1190,17.152,55076,17.17,17.295,17.08
1/31/17,1211.4,237644,1197.7,1217.4,1195.6,17.543,70354,17.13,17.635,17.105
2/1/17,1208.3,211357,1212.2,1215,1199.7,17.45,64466,17.57,17.665,17.36
2/2/17,1219.4,220209,1211.2,1227.5,1210.2,17.429,60325,17.565,17.745,17.415
2/3/17,1220.8,210726,1217.8,1223.2,1208.3,17.479,64243,17.485,17.54,17.26
2/6/17,1232.1,190379,1221.9,1237.5,1220.8,17.693,45823,17.52,17.76,17.46
2/7/17,1236.1,192661,1236.9,1237.5,1229.2,17.756,53396,17.74,17.795,17.56
2/8/17,1239.5,216044,1235.2,1246.6,1231.3,17.705,63771,17.7,17.875,17.62
2/9/17,1236.8,234244,1242.7,1246.2,1226.1,17.741,65187,17.78,17.845,17.615
2/10/17,1235.9,229161,1229.6,1238.9,1222.6,17.933,88515,17.64,18.02,17.545
2/13/17,1225.8,168285,1234.2,1234.4,1220.3,17.821,58146,17.94,18.015,17.755
2/14/17,1225.4,223687,1226.1,1236,1222.7,17.889,77016,17.81,18.09,17.73
2/15/17,1233.1,220585,1228.6,1234.9,1217.5,17.963,69973,17.955,17.99,17.755
2/16/17,1241.6,196467,1234.3,1243.7,1233.3,18.074,69511,17.97,18.14,17.935
2/17/17,1239.1,20247,1240.8,1245.1,1232.4,18.103,2228,18.17,18.17,17.98
2/21/17,1238.9,245695,1239.3,1240.2,1226.8,18.074,45451,18.135,18.145,17.885
2/22/17,1233.3,193431,1236.9,1241.9,1231.5,18.022,30298,18.025,18.115,17.975
2/23/17,1251.4,250277,1238.3,1252.2,1236.4,18.185,56609,18.07,18.28,17.995
2/24/17,1258.3,209660,1250.6,1261.2,1248.8,18.406,57550,18.225,18.46,18.21
2/27/17,1258.8,201486,1258.9,1264.9,1251.5,18.417,69752,18.42,18.54,18.265
2/28/17,1253.9,225369,1253.3,1259.3,1248.2,18.469,61238,18.315,18.51,18.28
3/1/17,1250,300815,1248.5,1251.4,1237.2,18.489,76126,18.36,18.51,18.27
3/2/17,1232.9,262903,1249.9,1250.8,1231.1,17.748,96459,18.465,18.48,17.705
3/3/17,1226.5,268970,1234.8,1236.7,1223,17.74,78522,17.8,18.01,17.66
3/6/17,1225.5,154275,1233.9,1237.3,1225,17.773,48119,17.99,17.995,17.735
3/7/17,1216.1,195645,1225.7,1227.4,1214.1,17.536,53909,17.8,17.82,17.495
3/8/17,1209.4,200792,1215.6,1218.5,1206.4,17.298,57473,17.52,17.57,17.24
3/9/17,1203.2,226026,1207.7,1208.9,1199,17.036,65979,17.255,17.31,16.955
3/10/17,1201.4,250514,1200.2,1206.2,1194.5,16.923,73539,16.98,17.105,16.855
3/13/17,1203.1,168436,1205,1210.9,1202,16.972,47610,17.05,17.16,16.965
3/14/17,1202.6,176653,1203.5,1207.5,1196.9,16.923,47092,16.985,17.065,16.875
3/15/17,1200.7,256440,1198.7,1222,1196.8,16.923,71231,16.89,17.37,16.825
3/16/17,1227.1,243137,1219.5,1234,1218.1,17.33,76004,17.345,17.585,17.255
3/17/17,1230.2,146933,1226.2,1231.5,1224,17.413,38602,17.34,17.425,17.23
3/20/17,1234,122559,1229,1235.5,1228.8,17.438,28681,17.425,17.475,17.365
3/21/17,1246.5,278090,1234.2,1247.7,1226.6,17.583,55081,17.445,17.62,17.34
3/22/17,1249.7,210181,1244.5,1251.5,1243.8,17.578,42471,17.565,17.605,17.46
3/23/17,1250.1,38955,1251.5,1256.4,1245.6,17.593,51127,17.555,17.71,17.525
3/24/17,1251.7,50728,1248.2,1255,1243.7,17.748,41994,17.595,17.8,17.54
3/27/17,1258.8,70055,1247.2,1264.2,1247.2,18.108,58605,17.805,18.15,17.78
3/28/17,1258.8,110672,1257.1,1261.4,1250.5,18.252,68603,18.12,18.26,18.025
3/29/17,1256.8,157858,1253,1257.5,1250,18.252,55133,18.205,18.275,18.055
3/30/17,1248,211199,1256.1,1256.5,1244.2,18.206,62551,18.25,18.315,18.07
3/31/17,1251.2,158381,1244.6,1252.8,1241.5,18.256,51222,18.135,18.29,18.06
4/3/17,1254,135738,1251.9,1255.9,1246.4,18.212,44891,18.265,18.29,18.09
4/4/17,1258.4,152043,1255.5,1263.7,1255.5,18.323,47465,18.305,18.43,18.21
4/5/17,1248.5,226454,1258.2,1259.3,1245.4,18.187,71728,18.32,18.325,18.145
4/6/17,1253.3,160510,1257.6,1260.9,1251.3,18.246,49324,18.295,18.355,18.165
4/7/17,1257.3,365404,1253.9,1273.3,1252.4,18.151,116015,18.25,18.49,17.865
4/10/17,1253.9,176084,1255.6,1258.9,1248.2,17.915,71551,17.93,18.025,17.735
4/11/17,1274.2,279421,1256.8,1277.4,1254.7,18.254,79370,17.95,18.345,17.91
4/12/17,1278.1,241437,1277.2,1289,1273.8,18.3,75919,18.35,18.585,18.245
